sale_id;month;destination_code;destination_city;destination_country;region;route_category;total_flights;total_passengers;total_revenue_eur;avg_ticket_price_eur;load_factor_pct;business_class_pct;online_booking_pct;cost_per_seat_km_eur
SAL00211;2022-08;CDG;Paris;France;Europe;Short-haul;30;4150;681611.2;164.24;91.1;22.1;76.2;0.0721
SAL00212;2022-08;LHR;London;United Kingdom;Europe;Short-haul;31;4393;780331.44;177.63;81.4;16.0;80.2;0.0667
SAL00213;2022-08;AMS;Amsterdam;Netherlands;Europe;Short-haul;19;2747;527903.04;192.17;77.0;18.3;57.6;0.1141
SAL00214;2022-08;MXP;Milan;Italy;Europe;Short-haul;13;1804;310354.4;172.04;71.7;12.6;76.6;0.0722
SAL00215;2022-08;BCN;Barcelona;Spain;Europe;Medium-haul;12;1694;371802.57;219.48;73.4;20.0;60.0;0.0549
SAL00216;2022-08;ZRH;Zurich;Switzerland;Europe;Short-haul;22;3269;552107.91;168.89;81.8;16.1;72.5;0.0967
SAL00217;2022-08;BRU;Brussels;Belgium;Europe;Short-haul;12;1758;293471.54;166.93;70.2;8.4;67.3;0.0728
SAL00218;2022-08;CPH;Copenhagen;Denmark;Europe;Short-haul;10;1352;252657.14;186.88;87.4;23.5;63.3;0.0542
SAL00219;2022-08;WAW;Warsaw;Poland;Europe;Short-haul;8;1179;177427.37;150.49;81.8;13.1;70.7;0.0578
SAL00220;2022-08;LIS;Lisbon;Portugal;Europe;Medium-haul;10;1320;273486.16;207.19;91.9;10.4;56.1;0.0414
SAL00221;2022-08;ARN;Stockholm;Sweden;Europe;Medium-haul;8;1073;257905.17;240.36;77.6;11.3;64.5;0.1167
SAL00222;2022-08;MUC;Munich;Germany;Europe;Short-haul;30;4265;759012.99;177.96;82.3;20.4;79.2;0.0959
SAL00223;2022-08;JFK;New York;United States;North America;Long-haul;8;1834;1283091.55;699.61;88.0;16.4;74.2;0.1102
SAL00224;2022-08;IAD;Washington;United States;North America;Long-haul;5;1100;828068.3;752.79;85.7;22.9;68.9;0.0796
SAL00225;2022-08;JNB;Johannesburg;South Africa;Africa;Long-haul;8;1947;1505880.22;773.44;71.0;13.4;80.8;0.0455
SAL00226;2022-08;DXB;Dubai;UAE;Middle East;Long-haul;8;2087;1622012.15;777.2;84.5;18.3;82.2;0.0706
SAL00227;2022-08;MAD;Madrid;Spain;Europe;Medium-haul;19;2716;700520.2;257.92;86,1;17.1;70.3;0.0513
SAL00228;2022-08;ORD;Chicago;United States;North America;Long-haul;5;1216;921113.74;757.49;90.3;21.3;79.6;0.0532
SAL00229;2022-08;YYZ;Toronto;Canada;North America;Long-haul;11;2576;1841110.5;714.72;75.1;24.8;76.1;0.0753
SAL00230;2022-08;BKK;Bangkok;Thailand;Asia;Long-haul;8;1885;1593736.18;845.48;77.5;11.3;59.2;0.1147
SAL00231;2022-08;NRT;Tokyo;Japan;Asia;Long-haul;9;2129;1 637 139.62;768.97;82.5;23.7;72.5;0.0988
SAL00232;2022-08;GRU;Sao Paulo;Brazil;South America;Long-haul;5;1149;1090096.63;948.74;88.5;15.6;74.7;0.1076
SAL00233;2022-08;FCO;Rome;Italy;Europe;Short-haul;14;1921;276635.74;144.01;77.8;22.1;67.1;0.0407
SAL00234;2022-08;DUS;Dusseldorf;Germany;Europe;Short-haul;13;1864;301694.8;161.85;94.0;15.4;83.2;0.1107
SAL00235;2022-08;SIN;Singapore;Singapore;Asia;Long-haul;8;1825;1 334 438.24;731.2;79.6;17.5;70.2;0.1024
SAL00236;2022-08;DEL;Delhi;India;Asia;Long-haul;9;1955;1315088.94;672.68;84.2;18.4;66.3;0.0485
SAL00237;2022-08;VIE;Vienna;Austria;Europe;Short-haul;11;1761;303359.52;172.27;83.7;24.5;57.1;0.0602
SAL00238;2022-08;IST;Istanbul;Turkey;Europe;Medium-haul;7;1057;190986.23;180.69;74.7;15.0;67.0;0.0674
SAL00239;2022-08;PVG;Shanghai;China;Asia;Long-haul;8;1834;1435318.97;782.62;87.7;13.0;61.2;0.046
SAL00240;2022-08;ATH;Athens;Greece;Europe;Medium-haul;6;885;210315.62;237.64;82.9;24.5;79.7;0.1199
SAL00241;2022-09;CDG;Paris;France;Europe;Short-haul;23;3137;506996.4;161.62;88.6;20.3;55.0;0.0954
SAL00242;2022-09;AMS;Amsterdam;Netherlands;Europe;Short-haul;17;2438;338627.99;138.9;73.7;22.1;74.2;0.0949
SAL00243;2022-09;FCO;Rome;Italy;Europe;Short-haul;11;1574;217237.61;138.02;80.7;20.6;77.5;0.0617
SAL00244;2022-09;ZRH;Zurich;Switzerland;Europe;Short-haul;19;2684;470370.86;175.25;82.9;16.3;78.7;0.1094
SAL00245;2022-09;BRU;Brussels;Belgium;Europe;Short-haul;9;1296;234386.65;180.85;88.7;24.9;78.3;0.076
SAL00246;2022-09;IST;Istanbul;Turkey;Europe;Medium-haul;11;1558;379444.85;243.55;81.5;17.3;70.4;0.0837
SAL00247;2022-09;MUC;Munich;Germany;Europe;Short-haul;25;3608;630548.68;174.76;88.8;9.7;65.3;0.105
SAL00248;2022-09;JFK;New York;United States;North America;Long-haul;14;3508;2782012.76;793.05;89.1;22.4;58.3;0.0707
SAL00249;2022-09;IAD;Washington;United States;North America;Long-haul;6;1333;1 026 778.26;770.28;88.4;11.1;70.6;0.06
SAL00250;2022-09;PVG;Shanghai;China;Asia;Long-haul;5;1444;1072700.62;742.87;80.4;11.9;84.5;0.0765
SAL00251;2022-09;BCN;Barcelona;Spain;Europe;Medium-haul;11;1419;354823.78;250.05;75.7;9.2;56.1;0.0854
SAL00252;2022-09;SIN;Singapore;Singapore;Asia;Long-haul;2;546;468030.3;857.2;73.1;13.6;81.6;0.1129
SAL00253;2022-09;GRU;Sao Paulo;Brazil;South America;Long-haul;5;1317;1211389.09;919.81;70.7;11.6;56.0;0.092
SAL00254;2022-09;BKK;Bangkok;Thailand;Asia;Long-haul;5;1044;703475.87;673.83;71.6;21.3;65.6;0.0865
SAL00255;2022-09;LHR;London;United Kingdom;Europe;Short-haul;24;3378;536950.72;158.96;85.4;13.1;65.6;0.0643
SAL00256;2022-09;VIE;Vienna;Austria;Europe;Short-haul;12;1689;283191.83;167.67;72.9;13.5;57.9;0.0435
SAL00257;2022-09;ATH;Athens;Greece;Europe;Medium-haul;10;1525;357140.88;234.19;92.5;21.2;67.7;0.0587
SAL00258;2022-09;LIS;Lisbon;Portugal;Europe;Medium-haul;5;788;182304.85;231.35;84.0;21.6;77.5;0.119
SAL00259;2022-09;MXP;Milan;Italy;Europe;Short-haul;12;1601;282719.49;176.59;89.4;20.2;81.7;0.05
SAL00260;2022-09;DUS;Dusseldorf;Germany;Europe;Short-haul;13;1747;314459.06;180.0;87.1;8.5;76.0;0.0499
SAL00261;2022-09;DEL;Delhi;India;Asia;Long-haul;6;1434;1017773.38;709.74;83.5;18.2;80.8;0.0843
SAL00262;2022-09;JNB;Johannesburg;South Africa;Africa;Long-haul;4;1135;1012298.52;891.89;71.5;24.2;74.2;0.0464
SAL00263;2022-09;DXB;Dubai;UAE;Middle East;Long-haul;6;1347;1105444.14;820.67;75.6;19.9;65.7;0.0709
SAL00264;2022-09;MAD;Madrid;Spain;Europe;Medium-haul;12;1732;382876.5;221.06;89.7;24.2;79.2;0.0903
SAL00265;2022-09;NRT;Tokyo;Japan;Asia;Long-haul;4;863;643302.41;745.43;73.4;15.2;85.0;0.0825
SAL00266;2022-09;CPH;Copenhagen;Denmark;Europe;Short-haul;6;811;151761.98;187.13;78.1;24.1;72.6;0.0897
SAL00267;2022-09;WAW;Warsaw;Poland;Europe;Short-haul;7;1089;149485.27;137.27;77.4;15.6;80.9;0.0785
SAL00268;2022-09;YYZ;Toronto;Canada;North America;Long-haul;5;1142;854768.3;748.48;80.9;12.0;71.7;0.059
SAL00269;2022-09;ORD;Chicago;United States;North America;Long-haul;9;2226;1520116.2;682.89;82.1;9.6;78.3;0.084
SAL00270;2022-09;ARN;Stockholm;Sweden;Europe;Medium-haul;9;1268;297315.91;234.48;86.5;12.6;82.7;0.1046
SAL00271;2022-10;CDG;Paris;France;Europe;Short-haul;30;4388;717734.96;163.57;89.6;12.0;74.9;0.0806
SAL00272;2022-10;LHR;London;United Kingdom;Europe;Short-haul;20;2854;394670.06;138.29;91.0;19.8;61.3;0.0455
SAL00273;2022-10;VIE;Vienna;Austria;Europe;Short-haul;7;1024;193263.83;188.73;83.5;21.7;82.2;0.0687
SAL00274;2022-10;IST;Istanbul;Turkey;Europe;Medium-haul;8;1103;218084.93;197.72;77.7;11.8;82.5;0.0531
SAL00275;2022-10;MUC;Munich;Germany;Europe;Short-haul;24;3443;592858.12;172.19;81.9;19.9;61.3;0.0991
SAL00276;2022-10;JFK;New York;United States;North America;Long-haul;14;3355;2910834.11;867.61;71.5;11.5;73.1;0.1059
SAL00277;2022-10;PVG;Shanghai;China;Asia;Long-haul;5;1162;829767.57;714.09;93.8;20.9;69.0;0.0653
SAL00278;2022-10;JNB;Johannesburg;South Africa;Africa;Long-haul;8;2186;1 972 622.65;902.39;77.5;13.2;62.4;0.1026
SAL00279;2022-10;MXP;Milan;Italy;Europe;Short-haul;11;1628;268093.29;164.68;73.7;9.5;84.3;0.108
SAL00280;2022-10;MAD;Madrid;Spain;Europe;Medium-haul;19;2728;658780.62;241.49;82.6;21.6;64.7;0.1185
SAL00281;2022-10;WAW;Warsaw;Poland;Europe;Short-haul;9;1280;226569.88;177.01;90.4;20.1;74.5;0.0886
SAL00282;2022-10;LIS;Lisbon;Portugal;Europe;Medium-haul;12;1681;377417.41;224.52;77.2;14.3;83.4;0.0869
SAL00283;2022-10;DUS;Dusseldorf;Germany;Europe;Short-haul;10;1465;239694.75;163.61;81.7;17.7;63.6;0.0428
SAL00284;2022-10;ORD;Chicago;United States;North America;Long-haul;10;2456;1681077.03;684.48;88.2;10.0;55.2;0.1174
SAL00285;2022-10;IAD;Washington;United States;North America;Long-haul;7;1528;1281517.61;838.69;93.1;14.5;77.5;0.1035
SAL00286;2022-10;BKK;Bangkok;Thailand;Asia;Long-haul;2;496;532235.13;1073.05;89.5;20.9;82.3;0.0869
SAL00287;2022-10;FCO;Rome;Italy;Europe;Short-haul;8;1145;189516.62;165.52;80.4;17.1;73.6;0.0872
SAL00288;2022-10;ZRH;Zurich;Switzerland;Europe;Short-haul;19;2556;425193.51;166.35;91.7;23.3;60.2;0.0546
SAL00289;2022-10;DXB;Dubai;UAE;Middle East;Long-haul;6;1422;912184.87;641.48;94.5;23.1;60.5;0.0444
SAL00290;2022-10;AMS;Amsterdam;Netherlands;Europe;Short-haul;15;2278;368861.76;161.92;72.8;14.5;72.5;0.1066
SAL00291;2022-10;BCN;Barcelona;Spain;Europe;Medium-haul;11;1634;392 599.98;240.27;71.2;21.5;60.7;0.0744
SAL00292;2022-10;CPH;Copenhagen;Denmark;Europe;Short-haul;7;1042;171651.35;164.73;74.0;21.3;58.1;0.0784
SAL00293;2022-10;ATH;Athens;Greece;Europe;Medium-haul;9;1272;317802.81;249.84;82.7;22.0;80.2;0.0647
SAL00294;2022-10;ARN;Stockholm;Sweden;Europe;Medium-haul;6;843;204474.7;242.56;83.0;13.0;73.1;0.0576
SAL00295;2022-10;BRU;Brussels;Belgium;Europe;Short-haul;7;987;135536.32;137.32;88.0;12.8;55.1;0.0419
SAL00296;2022-10;YYZ;Toronto;Canada;North America;Long-haul;5;1276;743614.29;582.77;80.5;8.0;74.8;0.0639
SAL00297;2022-10;NRT;Tokyo;Japan;Asia;Long-haul;8;2130;1637937.93;768.98;72.7;17.1;64.0;0.0417
SAL00298;2022-10;DEL;Delhi;India;Asia;Long-haul;4;878;760788.68;866.5;74.2;11.3;68.8;0.1102
SAL00299;2022-10;SIN;Singapore;Singapore;Asia;Long-haul;3;727;563384.95;774.94;88.6;14.4;69.7;0.0776
SAL00300;2022-10;GRU;Sao Paulo;Brazil;South America;Long-haul;3;900;851504.49;946.12;95,0;13.2;83.6;0.1016
SAL00301;2022-11;LHR;London;United Kingdom;Europe;Short-haul;29;4071;649670.96;159.59;86,0;23.4;79.9;0.0761
SAL00302;2022-11;AMS;Amsterdam;Netherlands;Europe;Short-haul;17;2271;368607.07;162.31;92.6;19.1;59.8;0.0943
SAL00303;2022-11;BCN;Barcelona;Spain;Europe;Medium-haul;13;1848;474286.92;256.65;94.7;16.9;59.9;0.0599
SAL00304;2022-11;ZRH;Zurich;Switzerland;Europe;Short-haul;16;2420;464678.43;192.02;71.5;14.9;65.5;0.0583
SAL00305;2022-11;WAW;Warsaw;Poland;Europe;Short-haul;7;1032;163189.8;158.13;73.2;13.4;60.7;0.0932
SAL00306;2022-11;LIS;Lisbon;Portugal;Europe;Medium-haul;12;1726;423696.7;245.48;94,5;14.1;77.4;0.0632
SAL00307;2022-11;ARN;Stockholm;Sweden;Europe;Medium-haul;10;1425;341 387.79;239.57;70.0;18.2;57.6;0.0805
SAL00308;2022-11;MUC;Munich;Germany;Europe;Short-haul;27;3963;649580.02;163.91;87.1;21.4;69.0;0.0615
SAL00309;2022-11;DUS;Dusseldorf;Germany;Europe;Short-haul;12;1793;304333.39;169.73;80.1;17.2;57.5;0.0864
SAL00310;2022-11;JFK;New York;United States;North America;Long-haul;13;2911;2590579.77;889.93;94.4;13.8;84.5;0.0901
SAL00311;2022-11;IAD;Washington;United States;North America;Long-haul;5;1176;816719.51;694.49;89.4;14.8;61.9;0.077
SAL00312;2022-11;YYZ;Toronto;Canada;North America;Long-haul;9;2161;1753184.02;811.28;77.1;16.4;83.4;0.0739
SAL00313;2022-11;BKK;Bangkok;Thailand;Asia;Long-haul;8;2074;1548344.75;746.55;94.0;16.2;61.7;0.0734
SAL00314;2022-11;CDG;Paris;France;Europe;Short-haul;23;3200;534079.72;166.9;71.6;13.4;70.4;0.0551
SAL00315;2022-11;FCO;Rome;Italy;Europe;Short-haul;14;1841;320954.38;174.34;83.0;21.6;83.4;0.1044
SAL00316;2022-11;NRT;Tokyo;Japan;Asia;Long-haul;7;1781;1546390.72;868.27;84.9;24.7;69.2;0.0648
SAL00317;2022-11;GRU;Sao Paulo;Brazil;South America;Long-haul;3;574;344651.53;600.44;84.6;11.9;79.8;0.0917
SAL00318;2022-11;MAD;Madrid;Spain;Europe;Medium-haul;10;1429;335832.49;235.01;82.4;14.4;80.2;0.0625
SAL00319;2022-11;VIE;Vienna;Austria;Europe;Short-haul;12;1769;358182.87;202.48;76.4;16.1;61.3;0.1105
SAL00320;2022-11;ORD;Chicago;United States;North America;Long-haul;6;1410;1006541.22;713.86;77.9;23.5;80.2;0.0504
SAL00321;2022-11;SIN;Singapore;Singapore;Asia;Long-haul;6;1522;1116593.86;733.64;92.6;16.2;66.1;0.0786
SAL00322;2022-11;MXP;Milan;Italy;Europe;Short-haul;9;1170;199369.01;170.4;87,5;17.8;59.8;0.0844
SAL00323;2022-11;BRU;Brussels;Belgium;Europe;Short-haul;10;1412;231632.62;164.05;91.0;23.8;73.5;0.1051
SAL00324;2022-11;IST;Istanbul;Turkey;Europe;Medium-haul;11;1550;425022.18;274.21;71.8;11.3;64.9;0.0968
SAL00325;2022-11;ATH;Athens;Greece;Europe;Medium-haul;7;1070;249420.99;233.1;75.3;8.6;79.2;0.0477
SAL00326;2022-11;PVG;Shanghai;China;Asia;Long-haul;7;1819;1740181.21;956.67;81.9;22.4;65.3;0.0571
SAL00327;2022-11;CPH;Copenhagen;Denmark;Europe;Short-haul;4;562;74150.75;131.94;90.0;8.7;68.4;0.0828
SAL00328;2022-11;DEL;Delhi;India;Asia;Long-haul;5;1297;995197.04;767.31;91.3;23.8;74.7;0.0771
SAL00329;2022-11;DXB;Dubai;UAE;Middle East;Long-haul;6;1545;1189538.66;769.93;78.5;21.9;85.0;0.0558
SAL00330;2022-11;JNB;Johannesburg;South Africa;Africa;Long-haul;3;736;570685.9;775.39;74.8;13.7;81.2;0.1196
SAL00331;2022-12;AMS;Amsterdam;Netherlands;Europe;Short-haul;12;1813;315419.67;173.98;78.2;20.8;63.1;0.1035
SAL00332;2022-12;ZRH;Zurich;Switzerland;Europe;Short-haul;11;1501;209181.82;139.36;90.0;8.6;72.7;0.0751
SAL00333;2022-12;CPH;Copenhagen;Denmark;Europe;Short-haul;6;845;131112.23;155.16;92.3;15.3;78.6;0.0668
SAL00334;2022-12;WAW;Warsaw;Poland;Europe;Short-haul;6;954;156 679.73;164.23;77.3;9.4;82.5;0.1042
SAL00335;2022-12;BKK;Bangkok;Thailand;Asia;Long-haul;5;1266;1131722.83;893.94;73.0;17.5;59.8;0.1002
SAL00336;2022-12;VIE;Vienna;Austria;Europe;Short-haul;4;542;84451.78;155.82;72.9;21.5;65.5;0.0402
SAL00337;2022-12;MUC;Munich;Germany;Europe;Short-haul;18;2629;437453.97;166.4;75.6;12.3;82.5;0.1082
SAL00338;2022-12;DUS;Dusseldorf;Germany;Europe;Short-haul;7;920;150261.95;163.33;87.5;13.5;79.7;0.0683
SAL00339;2022-12;JFK;New York;United States;North America;Long-haul;9;2217;1848981.68;834.0;88.4;22.2;73.2;0.0656
SAL00340;2022-12;CDG;Paris;France;Europe;Short-haul;15;2126;389247.23;183.09;93.7;24.5;67.7;0.0591
SAL00341;2022-12;LHR;London;United Kingdom;Europe;Short-haul;15;2043;298179.48;145.95;84.5;16.2;74.2;0.1181
SAL00342;2022-12;BRU;Brussels;Belgium;Europe;Short-haul;7;1045;171162.21;163.79;92.0;13.5;61.6;0.0663
SAL00343;2022-12;IAD;Washington;United States;North America;Long-haul;5;1254;959164.62;764.88;77.6;23.1;69.5;0.097
SAL00344;2022-12;DXB;Dubai;UAE;Middle East;Long-haul;2;522;455962.18;873.49;90.0;21.5;67.3;0.1173
SAL00345;2022-12;MXP;Milan;Italy;Europe;Short-haul;9;1280;173470.28;135.52;90.8;10.5;61.8;0.1134
SAL00346;2022-12;BCN;Barcelona;Spain;Europe;Medium-haul;10;1512;352611.84;233.21;72.3;12.2;72.9;0.1012
SAL00347;2022-12;SIN;Singapore;Singapore;Asia;Long-haul;4;1055;633338.25;600.32;86.8;14.2;65.9;0.0983
SAL00348;2022-12;ATH;Athens;Greece;Europe;Medium-haul;10;1430;285811.18;199.87;86.5;17.7;79.5;0.0836
SAL00349;2022-12;FCO;Rome;Italy;Europe;Short-haul;10;1416;215484.5;152.18;77.2;15.6;65.4;0.0804
SAL00350;2022-12;ARN;Stockholm;Sweden;Europe;Medium-haul;5;709;170057.07;239.85;83.8;23.1;81.8;0.1158
SAL00351;2022-12;MAD;Madrid;Spain;Europe;Medium-haul;7;973;283128.04;290.98;71.4;16.0;82.0;0.089
SAL00352;2022-12;ORD;Chicago;United States;North America;Long-haul;6;1325;762720.53;575.64;87.3;18.2;57.4;0.0823
SAL00353;2022-12;DEL;Delhi;India;Asia;Long-haul;3;894;546217.89;610.98;81.9;14.3;63.7;0.086
SAL00354;2022-12;IST;Istanbul;Turkey;Europe;Medium-haul;2;259;71390.0;275.64;81.6;23.2;72.1;0.1125
SAL00355;2022-12;YYZ;Toronto;Canada;North America;Long-haul;3;685;621908.56;907.9;90.7;12.6;65.2;0.0772
SAL00356;2022-12;PVG;Shanghai;China;Asia;Long-haul;3;850;679338.19;799.22;72.7;10.6;58.1;0.0535
SAL00357;2022-12;GRU;Sao Paulo;Brazil;South America;Long-haul;3;672;454654.22;676.57;91.9;16.4;80.9;0.0575
SAL00358;2022-12;JNB;Johannesburg;South Africa;Africa;Long-haul;1;217;177385.51;817.44;82.4;10.5;69.2;0.0894
SAL00359;2022-12;NRT;Tokyo;Japan;Asia;Long-haul;4;1030;1053306.99;1022.63;86.0;17.9;70.1;0.1061
SAL00360;2022-12;LIS;Lisbon;Portugal;Europe;Medium-haul;3;428;99081.11;231.5;75.5;24.5;82.2;0.0865
SAL00361;2023-01;MXP;Milan;Italy;Europe;Short-haul;8;1182;240085.75;203.12;74.4;22.1;71.8;0.118
SAL00362;2023-01;MAD;Madrid;Spain;Europe;Medium-haul;9;1361;299568.16;220.11;88.2;24.5;79.0;0.0861
SAL00363;2023-01;VIE;Vienna;Austria;Europe;Short-haul;11;1650;240282.85;145.63;85.5;17.8;70.4;0.0748
SAL00364;2023-01;ZRH;Zurich;Switzerland;Europe;Short-haul;15;2202;332756.06;151.12;81.9;16.7;80.6;0.1072
SAL00365;2023-01;ATH;Athens;Greece;Europe;Medium-haul;7;1009;259784.46;257.47;71.9;19.0;56.6;0.0883
SAL00366;2023-01;MUC;Munich;Germany;Europe;Short-haul;15;2335;337845.25;144.69;78.4;10.3;56.2;0.1052
SAL00367;2023-01;DUS;Dusseldorf;Germany;Europe;Short-haul;7;1061;162740.27;153.38;75.2;12.3;83.5;0.0939
SAL00368;2023-01;DEL;Delhi;India;Asia;Long-haul;7;1907;1534887.87;804.87;90.6;24.1;65.6;0.0887
SAL00369;2023-01;DXB;Dubai;UAE;Middle East;Long-haul;4;916;627939.03;685.52;78,4;14.1;77.5;0.0612
SAL00370;2023-01;CDG;Paris;France;Europe;Short-haul;19;2698;466166.2;172.78;76.8;14.5;79.9;0.0515
SAL00371;2023-01;AMS;Amsterdam;Netherlands;Europe;Short-haul;18;2513;392683.43;156.26;91.1;21.1;77.7;0.0576
SAL00372;2023-01;WAW;Warsaw;Poland;Europe;Short-haul;4;581;108771.99;187.22;87.1;17.3;64.5;0.0583
SAL00373;2023-01;IST;Istanbul;Turkey;Europe;Medium-haul;10;1357;280889.9;206.99;82.7;22.4;67.3;0.0681
SAL00374;2023-01;IAD;Washington;United States;North America;Long-haul;6;1605;940982.63;586.28;72.9;18.8;74.4;0.05
SAL00375;2023-01;PVG;Shanghai;China;Asia;Long-haul;3;844;602607.66;713.99;85.7;23.3;74.7;0.1156
SAL00376;2023-01;JNB;Johannesburg;South Africa;Africa;Long-haul;3;632;446672.28;706.76;86.9;8.1;57.3;0.0933
SAL00377;2023-01;BKK;Bangkok;Thailand;Asia;Long-haul;4;885;795474.71;898.84;73.0;11.1;72.8;0.0799
SAL00378;2023-01;LHR;London;United Kingdom;Europe;Short-haul;12;1772;295233.34;166.61;81.7;11.5;73.6;0.0534
SAL00379;2023-01;CPH;Copenhagen;Denmark;Europe;Short-haul;7;916;171821.8;187.58;91.9;18.2;63.2;0.0567
SAL00380;2023-01;LIS;Lisbon;Portugal;Europe;Medium-haul;3;415;70498.08;169.87;78.2;17.2;82.5;0.1117
SAL00381;2023-01;FCO;Rome;Italy;Europe;Short-haul;8;1095;166 060.12;151.65;84.3;20.1;69.2;0.0846
SAL00382;2023-01;BCN;Barcelona;Spain;Europe;Medium-haul;11;1505;336709.32;223.73;94.8;18.4;78.4;0.1144
SAL00383;2023-01;JFK;New York;United States;North America;Long-haul;7;1641;1278540.49;779.12;79.2;12.6;79.4;0.0616
SAL00384;2023-01;GRU;Sao Paulo;Brazil;South America;Long-haul;3;753;620381.13;823.88;77.5;12.5;56.8;0.1116
SAL00385;2023-01;BRU;Brussels;Belgium;Europe;Short-haul;7;1079;184125.11;170.64;72.8;21.6;61.4;0.0544
SAL00386;2023-01;ARN;Stockholm;Sweden;Europe;Medium-haul;4;520;133465.67;256.66;85.3;17.8;68.4;0.0676
SAL00387;2023-01;NRT;Tokyo;Japan;Asia;Long-haul;5;1332;1084588.09;814.26;78.2;23.9;65.0;0.0999
SAL00388;2023-01;ORD;Chicago;United States;North America;Long-haul;3;732;373765.98;510.61;91.5;20.8;81.1;0.0658
SAL00389;2023-01;SIN;Singapore;Singapore;Asia;Long-haul;2;550;468195.92;851.27;83.5;16.9;81.2;0.1132
SAL00390;2023-01;YYZ;Toronto;Canada;North America;Long-haul;2;452;438189.24;969.45;93.0;22.9;84.0;0.057
SAL00391;2023-02;CDG;Paris;France;Europe;Short-haul;21;2808;428175.04;152.48;72.5;17.7;66.9;0.0416
SAL00392;2023-02;LHR;London;United Kingdom;Europe;Short-haul;21;2966;527276.0;177.77;94.0;19.7;77.6;0.0875
SAL00393;2023-02;ZRH;Zurich;Switzerland;Europe;Short-haul;9;1227;205614.54;167.58;70.1;8.2;57.0;0.0477
SAL00394;2023-02;ATH;Athens;Greece;Europe;Medium-haul;1;131;31861.11;243.21;82.5;12.0;74.4;0.0948
SAL00395;2023-02;ORD;Chicago;United States;North America;Long-haul;6;1431;1162601.55;812.44;80.7;11.6;66.6;0.0535
SAL00396;2023-02;PVG;Shanghai;China;Asia;Long-haul;2;459;272783.17;594.3;79.6;13.0;72.2;0.0885
SAL00397;2023-02;DXB;Dubai;UAE;Middle East;Long-haul;6;1611;1090137.48;676.68;78.9;11.5;71.0;0.0694
SAL00398;2023-02;AMS;Amsterdam;Netherlands;Europe;Short-haul;14;1963;338565.86;172.47;84.3;13.2;83.0;0.1038
SAL00399;2023-02;MXP;Milan;Italy;Europe;Short-haul;6;860;129173.73;150.2;80.1;23.2;68.8;0.1
SAL00400;2023-02;MAD;Madrid;Spain;Europe;Medium-haul;9;1308;342637.64;261.96;95.0;22.2;55.1;0.0563
SAL00401;2023-02;BCN;Barcelona;Spain;Europe;Medium-haul;8;1183;253556.68;214.33;71.7;18.7;74.8;0.1171
SAL00402;2023-02;BRU;Brussels;Belgium;Europe;Short-haul;6;774;147151.6;190.12;71.4;12.7;80.4;0.093
SAL00403;2023-02;CPH;Copenhagen;Denmark;Europe;Short-haul;6;836;133711.16;159.94;81,4;18.2;81.0;0.105
SAL00404;2023-02;IST;Istanbul;Turkey;Europe;Medium-haul;7;963;278352.53;289.05;72.5;19.3;67.9;0.0461
SAL00405;2023-02;DUS;Dusseldorf;Germany;Europe;Short-haul;8;1134;145926.1;128.68;75.7;22.9;79.3;0.1173
SAL00406;2023-02;IAD;Washington;United States;North America;Long-haul;4;1159;1178024.72;1016.41;72.5;11.8;79.2;0.0887
SAL00407;2023-02;BKK;Bangkok;Thailand;Asia;Long-haul;6;1443;1019489.99;706.51;94.7;14.8;56.2;0.0416
SAL00408;2023-02;WAW;Warsaw;Poland;Europe;Short-haul;4;568;90403.26;159.16;72.4;16.6;81.3;0.0699
SAL00409;2023-02;LIS;Lisbon;Portugal;Europe;Medium-haul;6;923;264384.25;286.44;88.4;8.4;63.8;0.1039
SAL00410;2023-02;ARN;Stockholm;Sweden;Europe;Medium-haul;7;925;219732.82;237.55;75.1;23.2;75.1;0.0435
SAL00411;2023-02;MUC;Munich;Germany;Europe;Short-haul;18;2620;440587.73;168.16;87.1;10.4;78.4;0.0658
SAL00412;2023-02;YYZ;Toronto;Canada;North America;Long-haul;8;1862;1297126.63;696.63;76.8;24.7;62.1;0.1068
SAL00413;2023-02;NRT;Tokyo;Japan;Asia;Long-haul;4;944;861508.27;912.61;76.7;13.9;58.3;0.1193
SAL00414;2023-02;DEL;Delhi;India;Asia;Long-haul;4;996;860030.39;863.48;73.5;14.7;70.1;0.0897
SAL00415;2023-02;FCO;Rome;Italy;Europe;Short-haul;12;1730;302695.81;174.97;86.6;10.5;64.8;0.1184
SAL00416;2023-02;SIN;Singapore;Singapore;Asia;Long-haul;4;815;748275.64;918.13;81.2;13.6;83.4;0.1095
SAL00417;2023-02;JFK;New York;United States;North America;Long-haul;10;2370;1827154.63;770.95;85.1;15.0;55.5;0.0533
SAL00418;2023-02;VIE;Vienna;Austria;Europe;Short-haul;8;1240;227114.06;183.16;88.5;16.1;80.1;0.0951
SAL00419;2023-02;GRU;Sao Paulo;Brazil;South America;Long-haul;2;536;481718.28;898.73;91.2;14.6;62.6;0.0875
SAL00420;2023-03;LHR;London;United Kingdom;Europe;Short-haul;31;4405;753799.49;171.12;80.8;24.3;79.7;0.0688
SAL00421;2023-03;VIE;Vienna;Austria;Europe;Short-haul;13;1844;303706.28;164.7;77.7;14.5;80.4;0.0885
SAL00422;2023-03;ZRH;Zurich;Switzerland;Europe;Short-haul;21;2942;524357.78;178.23;91,8;23.9;73.4;0.0868
